label,precision,recall,f1_score,support,average_precision
.asm,0.8825773632895295,0.874422511549769,0.8784810126582279,2381.0,0.7743401448880993
.bat,0.767515923566879,0.8473129080863887,0.8054428264502268,1991.0,0.6529641679091691
.c,0.7241942064463485,0.7995495495495496,0.7600085634767717,2220.0,0.5828907249898884
.cbl,0.5420560747663551,0.5155555555555555,0.5284738041002277,225.0,0.28040588931873656
.clj,0.982532751091703,0.9868421052631579,0.9846827133479211,2052.0,0.9698389862916341
.cmake,0.9310793237971391,0.9445910290237467,0.9377865094957433,2274.0,0.8805825659016535
.coffee,0.9452463912394226,0.9121037463976945,0.9283793693473478,2082.0,0.8637507925597153
.cpp,0.7866790870982767,0.7017033651848774,0.7417654808959157,2407.0,0.5582459463990674
.cs,0.9855793137742417,0.97252208047105,0.979007162262287,2038.0,0.9589835955157907
.css,0.9753892516323456,0.9599604547701434,0.9676133532635776,2023.0,0.9370380027177831
.csv,0.8980409617097062,0.9500706547338672,0.9233234149691004,2123.0,0.8541221999403107
.dart,0.9601417183348095,0.943018703784254,0.9515031819179285,2299.0,0.9065683764722683
.dm,0.9845227858985383,0.9862187769164513,0.9853700516351119,2322.0,0.9712325439351397
.dockerfile,0.945662100456621,0.8977026441265713,0.9210584834334001,2307.0,0.8509713036070022
.erl,0.9477283829995115,0.9837728194726166,0.9654142821597412,1972.0,0.9326271096175592
.ex,0.9719667104686815,0.9762428508578971,0.9741000877963125,2273.0,0.9493441477955091
.f90,0.8952026082906381,0.7851307189542484,0.8365614798694233,2448.0,0.7074155340391508
.go,0.990325417766051,0.9795563288386255,0.9849114366936366,2299.0,0.9704873821592279
.groovy,0.9476025704399407,0.9251930501930502,0.9362637362637364,2072.0,0.8780603549500229
.hs,0.9670958512160229,0.9602272727272727,0.9636493228795439,2112.0,0.929360737901275
.html,0.8595875383940325,0.9179943767572634,0.8878314072059823,2134.0,0.7906151228727005
.ini,0.6589668206635867,0.811271975180972,0.7272305909617611,1934.0,0.5377686721680254
.java,0.9741196436147646,0.9766056997022544,0.9753610875106202,2351.0,0.9518080692678211
.jl,0.9152129817444219,0.9419624217118998,0.9283950617283951,2395.0,0.8633024360101108
.js,0.8362989323843416,0.8801498127340824,0.8576642335766423,2136.0,0.7382898381670389
.json,0.960308710033076,0.9880884855360181,0.9740005591277607,1763.0,0.9490522104991926
.kt,0.9653899400092294,0.966728280961183,0.9660586469637498,2164.0,0.9338945510671303
.lisp,0.9617965926690759,0.969807391983342,0.9657853810264386,1921.0,0.9332607513559408
.lua,0.9719981015662079,0.9110320284697508,0.9405281285878301,2248.0,0.8872569407630214
.makefile,0.8895348837209303,0.8706673564407656,0.88,1933.0,0.7766584089516613
.matlab,0.9377415199656505,0.9281767955801105,0.9329346433148228,2353.0,0.8718564492217679
.md,0.683984375,0.7898060442038791,0.7330960854092528,2217.0,0.5442587985108928
.ml,0.9582740635372214,0.9560075685903501,0.9571394743073645,2114.0,0.9169242829857653
.mm,0.9552023121387283,0.9231843575418994,0.9389204545454545,2148.0,0.8832596522194687
.pas,0.9176744186046512,0.9499277804525759,0.933522592855453,2077.0,0.8726269037279185
.php,0.9748045178105995,0.9261246388774247,0.9498412698412699,2423.0,0.9043437891022724
.pm,0.9657335907335908,0.9438679245283019,0.9546755725190841,2120.0,0.912557605414504
.prolog,0.9490909090909091,0.8834622823984526,0.9151014274981218,2068.0,0.8405773447914934
.ps1,0.938375350140056,0.881578947368421,0.9090909090909091,2280.0,0.8295949305559004
.py,0.956480605487228,0.9157608695652174,0.9356779268857011,2208.0,0.8775215619239528
.r,0.9529411764705882,0.9585798816568047,0.9557522123893805,2366.0,0.9143206540930346
.rb,0.9633744855967078,0.9610016420361248,0.9621866009042335,2436.0,0.926628843400739
.rs,0.9665327978580991,0.9575596816976127,0.9620253164556962,2262.0,0.9263458968070223
.scala,0.9524023349797934,0.9645293315143247,0.9584274740171713,2199.0,0.9192968475542629
.sh,0.8613502492070684,0.8590149118843199,0.8601809954751131,2213.0,0.7426201486782297
.sql,0.8852631578947369,0.8257241040746195,0.8544577089154178,2037.0,0.7340637089812314
.swift,0.9787935909519322,0.9824976348155157,0.9806421152030217,2114.0,0.9619834627283749
.tex,0.947012987012987,0.9101347978032951,0.9282077393075356,2003.0,0.8634714582141303
.toml,0.8660919540229886,0.948992443324937,0.9056490384615385,1588.0,0.8226176127352318
.ts,0.9012987012987013,0.9079016221873365,0.9045881126173098,1911.0,0.8198178269739131
.v,0.940677966101695,0.8935599284436494,0.91651376146789,2236.0,0.8426174270413986
.vba,0.8424124513618677,0.8804392029280195,0.8610061642473653,2459.0,0.7442441889915675
.xml,0.9789050728277248,0.8803071364046974,0.9269916765755053,2214.0,0.8640367101503521
.yaml,0.890840652446675,0.9289140863497601,0.9094790777113577,2293.0,0.8289288947296232
macro_average,0.9109187440670857,0.9091307142622588,0.9093103651781728,,
