label,precision,recall,f1_score,support,average_precision
.asm,0.8853367433930094,0.8723225535489291,0.8787814681616247,2381.0,0.7749372274563893
.bat,0.7974874371859296,0.797086891009543,0.7972871137905048,1991.0,0.6391725699470132
.c,0.776578073089701,0.8423423423423423,0.808124459809853,2220.0,0.6571817856908025
.cbl,0.6964285714285714,0.3466666666666667,0.46290801186943625,225.0,0.24270419231751433
.clj,0.9768700787401575,0.9673489278752436,0.9720861900097943,2052.0,0.9455556287818743
.cmake,0.955210643015521,0.9472295514511874,0.9512033561492603,2274.0,0.9058450720996395
.coffee,0.8928225024248303,0.8842459173871278,0.8885135135135136,2082.0,0.7915659767629317
.cpp,0.8762790697674419,0.7827170751973411,0.8268597761685319,2407.0,0.6904170240478564
.cs,0.9745347698334965,0.9764474975466143,0.9754901960784315,2038.0,0.9519985665459424
.css,0.9879578524836929,0.9733069698467622,0.9805776892430279,2023.0,0.9620548591658089
.csv,0.6922554347826086,0.9599623174752708,0.8044207617919874,2123.0,0.6652767353741393
.dart,0.9591928251121076,0.9304045237059592,0.9445793773459925,2299.0,0.8938257744901335
.dm,0.9912854030501089,0.9797588285960379,0.9854884123889972,2322.0,0.9716284768734629
.dockerfile,0.9041214750542299,0.9033376679670568,0.9037294015611449,2307.0,0.8186621104006431
.erl,0.9757085020242915,0.9776876267748479,0.9766970618034447,1972.0,0.954319948265542
.ex,0.9733273056057866,0.9472063352397713,0.9600891861761428,2273.0,0.9229831133063052
.f90,0.9244135534317984,0.869281045751634,0.896,2448.0,0.8063520422332371
.go,0.9871738168951791,0.9708568943018704,0.9789473684210526,2299.0,0.958985911446155
.groovy,0.9285349668198061,0.877895752895753,0.9025055817415035,2072.0,0.817352360146188
.hs,0.9630340854536726,0.9498106060606061,0.9563766388557807,2112.0,0.9156198238327128
.html,0.8694808345463367,0.8397375820056232,0.8543504171632895,2134.0,0.7331035046499168
.ini,0.5098994821809321,0.8655635987590486,0.6417481311098332,1934.0,0.4436066310136387
.java,0.9804919423240034,0.9834113143343258,0.9819494584837546,2351.0,0.9645652997268246
.jl,0.9374207188160677,0.925678496868476,0.9315126050420169,2395.0,0.8692948313027506
.js,0.861568247821878,0.8333333333333334,0.8472156116135175,2136.0,0.7210627986030186
.json,0.9129738387613454,0.9699376063528077,0.9405940594059405,1763.0,0.8859875775663827
.kt,0.9688081936685289,0.961645101663586,0.965213358070501,2164.0,0.9323699024220186
.lisp,0.961640916355887,0.939614783966684,0.9505002632964717,1921.0,0.9045786342774198
.lua,0.9682765151515151,0.9096975088967971,0.9380733944954128,2248.0,0.8826003054603834
.makefile,0.8397565922920892,0.8566994309363684,0.8481434058898847,1933.0,0.7218227157365075
.matlab,0.9596988485385297,0.920951976200595,0.9399262632834526,2353.0,0.8854506020396976
.md,0.6660456450861667,0.6450157870996842,0.6553620531622365,2217.0,0.4364393004966323
.ml,0.9624819624819625,0.9465468306527909,0.9544478893393752,2114.0,0.9120148304705729
.mm,0.9735576923076923,0.9427374301675978,0.9578997161778618,2148.0,0.9188766332200642
.pas,0.9536031589338598,0.9301877708233028,0.9417499390689739,2077.0,0.8882882621614456
.php,0.9405158069883528,0.933140734626496,0.9368137559560803,2423.0,0.8790393973467171
.pm,0.9697260932244114,0.9518867924528301,0.9607236372292312,2120.0,0.9239545851356492
.prolog,0.9427966101694916,0.8607350096711799,0.8998988877654196,2068.0,0.8139972249913463
.ps1,0.9240749639596348,0.843421052631579,0.8819078193074984,2280.0,0.7824822152578992
.py,0.9526515151515151,0.9112318840579711,0.9314814814814815,2208.0,0.8697872628541198
.r,0.9604980678402748,0.9454775993237532,0.9529286474973375,2366.0,0.9092488297494722
.rb,0.9278884462151394,0.9560755336617406,0.9417711281843913,2436.0,0.8880599545577632
.rs,0.9661791590493601,0.9345711759504863,0.9501123595505617,2262.0,0.9042474914336773
.scala,0.9517401392111369,0.9326966803092315,0.9421221864951768,2199.0,0.8889691669413381
.sh,0.919756221432199,0.8183461364663352,0.8660927785748446,2213.0,0.7561673829349835
.sql,0.6749605055292259,0.8389788905252823,0.7480849201138106,2037.0,0.5691238994213295
.swift,0.9847328244274809,0.9763481551561022,0.9805225653206651,2114.0,0.9618759611075319
.tex,0.9611081513052744,0.9006490264603095,0.9298969072164949,2003.0,0.8673479817274533
.toml,0.8925998690242305,0.8583123425692695,0.8751203852327447,1588.0,0.768081965511674
.ts,0.9024008350730689,0.9047619047619048,0.903579827541155,1911.0,0.8180372385476583
.v,0.9669459962756052,0.9288908765652951,0.9475364963503649,2236.0,0.899567067278157
.vba,0.8984771573604061,0.8637657584383895,0.8807795977607299,2459.0,0.7789808304628697
.xml,0.9762611275964391,0.8915989159891599,0.9320113314447591,2214.0,0.8725160094366345
.yaml,0.8451830037862852,0.8761447884866986,0.8603854389721627,2293.0,0.7429671489315526
macro_average,0.9074584109718197,0.8954390333667703,0.8985393015273606,,
