label,precision,recall,f1_score,support,average_precision
.asm,0.9175032736796159,0.8828223435531289,0.8998287671232876,2381.0,0.8124134666685612
.bat,0.7948243992606284,0.8638874937217479,0.8279181708784598,1991.0,0.6889905130622366
.c,0.7713509316770186,0.895045045045045,0.8286071726438698,2220.0,0.6924157318858346
.cbl,0.569060773480663,0.4577777777777778,0.5073891625615763,225.0,0.26156205486537265
.clj,0.9816425120772947,0.9902534113060428,0.9859291606016497,2052.0,0.9722484001300157
.cmake,0.9230438521066208,0.94415127528584,0.9334782608695652,2274.0,0.8725950971377219
.coffee,0.9381091617933723,0.9245917387127762,0.9313014029995161,2082.0,0.8687303788250826
.cpp,0.8830897703549061,0.7029497299542999,0.7827897293546149,2407.0,0.6269722661786592
.cs,0.9863614223088164,0.9936211972522081,0.9899780004888782,2038.0,0.9801824273684638
.css,0.9719298245614035,0.9584775086505191,0.9651567944250871,2023.0,0.9323018030510032
.csv,0.8961968680089486,0.9434762129062647,0.919229004130335,2123.0,0.8465817502221856
.dart,0.977068345323741,0.9451935624184428,0.9608666814061463,2299.0,0.9246120993762196
.dm,0.9912967798085291,0.9810508182601206,0.9861471861471861,2322.0,0.9728943354671508
.dockerfile,0.9519612163948876,0.9362808842652796,0.944055944055944,2307.0,0.8925787103613994
.erl,0.9738430583501007,0.9817444219066938,0.9777777777777779,1972.0,0.9563773873001603
.ex,0.9897091722595078,0.9731632204135504,0.9813664596273292,2273.0,0.9636779046293377
.f90,0.9008403361344538,0.8758169934640523,0.8881524440762222,2448.0,0.79160929349353
.go,0.9956024626209323,0.9847759895606786,0.9901596326262848,2299.0,0.9807491195958492
.groovy,0.9575848303393214,0.9261583011583011,0.9416094210009813,2072.0,0.8882028267297012
.hs,0.9855142443264123,0.9663825757575758,0.9758546497728903,2112.0,0.9529999100896055
.html,0.9498031496062992,0.9044048734770385,0.9265482477196351,2134.0,0.8607768467446779
.ini,0.6325209444021325,0.8588417786970011,0.7285087719298246,1934.0,0.5456044231757569
.java,0.9808347529812607,0.9795831561037857,0.9802085550117046,2351.0,0.9612257322115192
.jl,0.9257588187038556,0.9423799582463466,0.9339954479619285,2395.0,0.8736140785671709
.js,0.8632865550022635,0.8927902621722846,0.8777905638665132,2136.0,0.7727210214952311
.json,0.9382716049382716,0.9914917753828701,0.9641478212906784,1763.0,0.9304187447684127
.kt,0.9698655540101994,0.966728280961183,0.968294376301782,2164.0,0.9382212536965338
.lisp,0.9709915611814346,0.9583550234252993,0.9646319098768666,1921.0,0.9312488558115666
.lua,0.9701923076923077,0.8976868327402135,0.932532347504621,2248.0,0.8729247292593003
.makefile,0.910577971646674,0.8639420589756854,0.8866471993628882,1933.0,0.7889688409734327
.matlab,0.9634623749456286,0.9413514662133446,0.9522785898538264,2353.0,0.908154240947303
.md,0.6615330766538327,0.8525033829499323,0.7449743791880173,2217.0,0.566796791431583
.ml,0.9728700618752975,0.9668874172185431,0.9698695136417557,2114.0,0.9412632599343949
.mm,0.9768003866602223,0.9408752327746741,0.9585013042447237,2148.0,0.92014935819983
.pas,0.9732540861812778,0.9460760712566201,0.95947265625,2077.0,0.921744303818506
.php,0.9837814767392232,0.9513000412711514,0.9672681493915233,2423.0,0.9368953272122205
.pm,0.975095785440613,0.960377358490566,0.9676806083650191,2120.0,0.9371888409189928
.prolog,0.9614791987673343,0.9052224371373307,0.9325031133250311,2068.0,0.8720533714169383
.ps1,0.9192685102586976,0.9039473684210526,0.9115435647943388,2280.0,0.8328707655144224
.py,0.9632495164410058,0.9021739130434783,0.9317118802619271,2208.0,0.8708929671991855
.r,0.9664516129032258,0.9497041420118343,0.9580046898315924,2366.0,0.9188757453097366
.rb,0.9753961634695579,0.9601806239737274,0.9677285891601157,2436.0,0.9373982330946198
.rs,0.9779054352629253,0.9783377541998232,0.9781215469613259,2262.0,0.9571470143179118
.scala,0.9678004535147392,0.9704411095952705,0.9691189827429608,2199.0,0.9397573960285834
.sh,0.9336882865440465,0.8716674197921374,0.9016125262911895,2213.0,0.8163301244686559
.sql,0.8580550098231827,0.8576337751595483,0.8578443407807512,2037.0,0.738413488374617
.swift,0.9857685009487666,0.9829706717123936,0.984367598294647,2114.0,0.9692939224829226
.tex,0.9554173146708139,0.9201198202695956,0.9374364191251271,2003.0,0.8804868387568986
.toml,0.9032455603184323,0.9288413098236776,0.9158646383110836,1588.0,0.8399523686613871
.ts,0.9220846233230134,0.9351125065410779,0.9285528708755522,1911.0,0.8633288973057043
.v,0.9524705882352941,0.9051878354203936,0.9282274707635864,2236.0,0.8640044610081716
.vba,0.8783346806790623,0.8836925579503864,0.8810054733427934,2459.0,0.7786596409387256
.xml,0.9775078722447144,0.9814814814814815,0.9794906468334461,2214.0,0.9597616600285576
.yaml,0.8919482686691698,0.9324029655473179,0.9117270788912581,2293.0,0.8330002532558493
macro_average,0.9252871351778139,0.9205983919223596,0.9217742165725119,,
